,name,lat,lng,category,mode,dist,time
32,Snyder Avenue/17th-23rd,39.92542,-75.179068,commercial,bicycle,1.29,12.2
33,Wilson Park,39.926202,-75.188802,commercial,bicycle,1.49,12.13
34,Point Breeze Avenue,39.93547,-75.178862,commercial,bicycle,0.5,5.63
35,Washington Avenue West,39.939361,-75.176441,commercial,bicycle,0.36,4.57
36,30th and Grays Ferry,39.941261,-75.19424599999998,commercial,bicycle,0.98,7.67
37,5th and Delancey,39.944551,-75.150318,commercial,bicycle,1.95,14.77
38,Pine Street,39.944721,-75.159953,commercial,bicycle,1.37,10.73
39,Broad and South,39.943386,-75.16529200000002,commercial,bicycle,0.98,7.38
40,CHESTER A. ARTHUR SCHOOL,39.9418644651471,-75.17589862561759,schools,pedestrian,0.16,4.63
41,EDWIN M. STANTON SCHOOL,39.9405029995584,-75.17101700037891,schools,pedestrian,0.45,12.47
42,HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS SCHOOL,39.93941992019922,-75.16548375023379,schools,bicycle,0.76,8.12
43,CHRISTOPHER COLUMBUS CS (ANNEX),39.9386082230515,-75.1586546170628,schools,bicycle,1.16,10.45
44,GIRARD ACADEMIC MUSIC PROGRAM,39.921831576159796,-75.1829564114473,schools,bicycle,1.48,12.62
45,STEPHEN GIRARD SCHOOL,39.9245565246392,-75.17681046006491,schools,bicycle,1.44,12.62
46,FREIRE CHARTER SCHOOL,39.9514322380152,-75.1580562211964,schools,bicycle,1.85,14.0
47,PHILADELPHIA PERFORMING ARTS CHARTER SCHOOL,39.9578909273953,-75.1663226360723,schools,bicycle,1.77,13.68
48,ACADEMY AT PALUMBO,39.9401978697975,-75.1619491496587,schools,bicycle,1.27,9.73
49,CHESTER A. ARTHUR SCHOOL,39.9418644651471,-75.17589862561759,schools,bicycle,0.25,3.73
50,GEORGE W. CHILDS SCHOOL,39.9346369997854,-75.1704930003667,schools,bicycle,0.95,8.93
51,DELAPLAINE MCDANIEL SCHOOL,39.9295920005011,-75.18179300014,schools,bicycle,1.0,9.17
52,WILLIAM M. MEREDITH SCHOOL,39.9396621938909,-75.1509983238488,schools,bicycle,1.59,14.13
53,GEORGE W. NEBINGER SCHOOL,39.9366940002475,-75.15383000011141,schools,bicycle,1.49,13.03
54,ANDREW JACKSON SCHOOL,39.9346230003901,-75.1634809995532,schools,bicycle,1.24,10.75
55,ALBERT M. GREENFIELD SCHOOL,39.9522723404091,-75.1773920597576,schools,bicycle,0.75,5.87
56,GENERAL GEORGE A. MCCALL SCHOOL,39.944598132546794,-75.152366532041,schools,bicycle,1.8,13.75
57,FREIRE CHARTER SCHOOL,39.9524728898904,-75.17442258950321,schools,bicycle,1.05,8.32
58,INDEPENDENCE CHARTER SCHOOL,39.9449388777306,-75.1690056208506,schools,bicycle,0.88,7.0
59,SCIENCE LEADERSHIP ACADEMY MIDDLE SCHOOL,39.9559095512984,-75.19455964495859,schools,bicycle,1.79,13.8
60,EDWIN M. STANTON SCHOOL,39.9405029995584,-75.17101700037891,schools,bicycle,0.45,4.73
61,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,39.9506078902696,-75.1651108195508,schools,bicycle,1.47,12.15
62,"PREPARATORY CHARTER SCHOOL OF MATHEMATICS, SCIENCE, TECHNOLOGY AND CAREERS",39.9284535503733,-75.186656859591,schools,bicycle,1.48,11.67
63,RUSSELL BYERS CHARTER SCHOOL,39.95594921951221,-75.17155063941871,schools,bicycle,1.54,12.58
64,UNIVERSAL CHARTER SCHOOL AT ALCORN,39.9351772246149,-75.197671839423,schools,bicycle,1.44,11.12
65,UNIVERSAL CHARTER SCHOOL AT AUDENRIED,39.933736999621296,-75.1985900006054,schools,bicycle,1.49,12.07
66,UNIVERSAL INSTITUTE CHARTER SCHOOL,39.9408997340373,-75.16769048137179,schools,bicycle,0.66,7.58
67,UNIVERSAL CHARTER SCHOOL AT VARE,39.9258369996165,-75.1857069997691,schools,bicycle,1.47,12.05
68,CHRISTOPHER COLUMBUS CHARTER SCHOOL,39.9388824975157,-75.158411634008,schools,bicycle,1.14,10.28
69,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
70,Hospital of the University of Pennsylvania,39.949948,-75.194096,medical,bicycle,1.52,13.98
71,Kindred Hospital South Philadelphia ,39.926551,-75.170242,medical,bicycle,1.57,13.17
72,Magee Rehabilitation Hospital ,39.956806,-75.165397,medical,bicycle,1.7,13.08
73,Pennsylvania Hospital,39.945308000000004,-75.15567,medical,bicycle,1.7,14.37
74,Thomas Jefferson University Hospital,39.949348,-75.158015,medical,bicycle,1.74,14.78
75,Philadelphia VA Medical Center,39.947595,-75.199079,medical,bicycle,1.89,14.47
76,Good Shepherd Penn Partners,39.944911,-75.172638,medical,bicycle,0.73,5.8
77,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
78,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
79,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
80,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
81,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
82,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
83,Snyder Avenue Dental Center,39.924883,-75.173854,medical,bicycle,1.57,13.48
84,Carl Moore Health Center,39.936484,-75.195458,medical,bicycle,1.18,9.52
85,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
86,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
87,Health Center 5,39.954491,-75.173035,medical,bicycle,1.13,8.87
88,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
89,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
90,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
91,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
92,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
93,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
94,Meade Family Health Center,39.958852,-75.16878100000002,medical,bicycle,1.6,12.98
95,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
96,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
97,The Children's Hospital of Philadelphia,39.952399,-75.16359,medical,bicycle,1.54,12.5
98,Fairmount Primary Care Center at Horizon House,39.952657,-75.18388900000002,medical,bicycle,1.08,8.55
99,Marian Anderson Recreation Center,39.941776,-75.17099499999998,recreation,pedestrian,0.45,12.6
100,Charles H Chew Sr Playground,39.938236,-75.174033,recreation,pedestrian,0.54,14.7
101,Fitler Square,39.947597,-75.179774,recreation,pedestrian,0.49,13.57
102,Julian Abele Park,39.940836,-75.179303,recreation,pedestrian,0.13,3.57
103,22nd and Catharine Park,39.942277,-75.179381,recreation,pedestrian,0.05,1.47
104,17th and Carpenter Play Lot,39.939968,-75.1715,recreation,pedestrian,0.49,13.53
105,William H (Billy) Markward Memorial Playground,39.947556,-75.18395799999998,recreation,bicycle,0.64,5.18
106,William H (Billy) Markward Memorial Playground,39.947556,-75.18395799999998,recreation,bicycle,0.64,5.18
107,William H (Billy) Markward Memorial Playground,39.947556,-75.18395799999998,recreation,bicycle,0.64,5.18
108,47th and Grays Ferry Park,39.941412,-75.20883,recreation,bicycle,1.75,13.5
109,Thomas B Smith Recreation Center,39.924799,-75.187455,recreation,bicycle,1.45,11.67
110,Rittenhouse Square,39.949464,-75.17189300000003,recreation,bicycle,0.91,7.48
111,Von Colln Field,39.96353,-75.175318,recreation,bicycle,1.55,13.85
112,Barnes Foundation Museum,39.960027,-75.172471,recreation,bicycle,1.52,12.45
113,48th and Woodland Playground,39.941857,-75.21029200000002,recreation,bicycle,1.82,14.15
114,Wharton Square,39.93554,-75.183235,recreation,bicycle,0.69,5.98
115,Columbus Square,39.933155,-75.164775,recreation,bicycle,1.35,11.68
116,Dr Nicola Capitolo Playground,39.933813,-75.159819,recreation,bicycle,1.5,14.15
117,George A Vare Recreation Center,39.931294,-75.189318,recreation,bicycle,1.33,10.78
118,Rodin Museum,39.961465,-75.174588,recreation,bicycle,1.43,12.52
119,Stephen Girard Park,39.920346,-75.183181,recreation,bicycle,1.6,13.65
120,Marian Anderson Recreation Center,39.941776,-75.17099499999998,recreation,bicycle,0.76,5.68
121,Walter Palumbo Recreation Center,39.941338,-75.158149,recreation,bicycle,1.33,10.62
122,Jacob Stinger Park,39.936124,-75.197749,recreation,bicycle,1.32,10.92
123,Charles H Chew Sr Playground,39.938236,-75.174033,recreation,bicycle,0.54,5.7
124,Donald P Finnegan Recreation Center,39.938047,-75.193013,recreation,bicycle,0.99,9.3
125,Matthias Baldwin Park,39.96102,-75.16975699999998,recreation,bicycle,1.7,14.17
126,John F Kennedy Plaza (LOVE Park),39.953457,-75.165063,recreation,bicycle,1.63,12.92
127,Starr Garden Playground,39.942888,-75.152214,recreation,bicycle,1.78,14.68
128,South Philadelphia Older Adult Center,39.931666,-75.162772,recreation,bicycle,1.55,13.32
129,A Giuseppe DiSilvestro Playground,39.929072,-75.169597,recreation,bicycle,1.41,11.97
130,Charles Seger Park,39.943705,-75.158684,recreation,bicycle,1.4,11.75
131,Hawthorne Cultural Center,39.93843,-75.163478,recreation,bicycle,1.0,9.08
132,Ridgway Park,39.939306,-75.164553,recreation,bicycle,0.85,9.07
133,Weccacoe Square,39.937896,-75.15099000000002,recreation,bicycle,1.56,13.97
134,Hawthorne Park,39.940667,-75.162817,recreation,bicycle,1.23,9.6
135,Fitler Square,39.947597,-75.179774,recreation,bicycle,0.49,5.65
136,Cianfrani Park,39.940682,-75.15537900000002,recreation,bicycle,1.52,12.1
137,Louis I Kahn Park,39.945168,-75.160035,recreation,bicycle,1.38,10.88
138,OConnor Pool,39.946035,-75.183489,recreation,bicycle,0.67,6.5
139,Julian Abele Park,39.940836,-75.179303,recreation,bicycle,0.13,3.1
140,Ralph Brooks Park,39.931445,-75.177734,recreation,bicycle,0.89,8.67
141,Giuseppe Bardascino Park,39.93785,-75.159948,recreation,bicycle,1.17,10.37
142,Frank Palumbo Sr Park,39.93926,-75.155586,recreation,bicycle,1.39,12.33
143,Louis P Paolone Sr Park,39.93238,-75.157057,recreation,bicycle,1.7,14.68
144,Coxe Park,39.956702,-75.175521,recreation,bicycle,1.12,10.07
145,18th and Jackson War Memorial,39.9244,-75.176295,recreation,bicycle,1.54,13.82
146,22nd and Catharine Park,39.942277,-75.179381,recreation,bicycle,0.05,0.48
147,I-95 Park,39.936212,-75.155973,recreation,bicycle,1.44,12.62
148,June 5th Memorial Park ,39.953688,-75.176597,recreation,bicycle,0.85,6.62
149,Eakins Oval,39.961332,-75.174226,recreation,bicycle,1.46,12.67
150,Park Towne,39.961314,-75.17576600000002,recreation,bicycle,1.4,12.12
151,River Field,39.962136,-75.179553,recreation,bicycle,1.55,12.35
152,Levy Park,39.955031,-75.166774,recreation,bicycle,1.59,13.07
153,William Lanier Park,39.933119,-75.193742,recreation,bicycle,1.33,11.9
154,Aviator Park,39.957903,-75.171749,recreation,bicycle,1.39,11.38
155,Sister Cities Park,39.958033,-75.170005,recreation,bicycle,1.53,12.17
156,Cret Park,39.955531,-75.166714,recreation,bicycle,1.6,12.4
157,Torun Triangle,39.956762,-75.168436,recreation,bicycle,1.57,13.22
158,Binswanger Triangle,39.960951,-75.175208,recreation,bicycle,1.36,11.1
159,Grays Ferry Crescent,39.93907,-75.202963,recreation,bicycle,1.5,11.57
160,Sister Cities Park,39.958033,-75.170005,recreation,bicycle,1.53,12.17
161,Galusha Pennypacker Park,39.95825,-75.16935699999998,recreation,bicycle,1.56,12.65
162,Shakespeare Park,39.959039,-75.17095400000002,recreation,bicycle,1.52,13.78
163,Waverly Street Community Garden,39.944711,-75.161022,recreation,bicycle,1.35,11.4
164,Sartain Garden,39.947836,-75.16033,recreation,bicycle,1.51,11.65
165,South Street Community Garden,39.94271,-75.156719,recreation,bicycle,1.46,11.2
166,Basilica Green,39.957129,-75.168461,recreation,bicycle,1.54,12.47
167,17th and Carpenter Play Lot,39.939968,-75.1715,recreation,bicycle,0.49,5.02
168,South Philadelphia High School Park,39.924044,-75.169527,recreation,bicycle,1.82,14.7
169,South Square Market,39.94558299999999,-75.179406,supermarket,pedestrian,0.31,8.6
170,Point Save Super Market,39.936307899999996,-75.17757499999998,supermarket,pedestrian,0.5,14.2
171,Whole Foods Market,39.962951200000006,-75.1742385,supermarket,bicycle,1.55,12.77
172,Trader Joe's,39.954180900000004,-75.17597020000002,supermarket,bicycle,0.91,7.15
173,The Fresh Grocer of Grays Ferry,39.940348,-75.19336120000001,supermarket,bicycle,0.94,7.7
174,Whole Foods Market,39.9428511,-75.1577303,supermarket,bicycle,1.38,10.42
175,First Oriental Market Inc,39.934075,-75.1537,supermarket,bicycle,1.64,14.25
176,Park Town place,39.9607377,-75.1770465,supermarket,bicycle,1.41,11.07
177,Grassia’s Italian Market Spice Company,39.93768060000001,-75.157979,supermarket,bicycle,1.25,12.02
178,Pet food pantrey,39.92577809999999,-75.18450969999998,supermarket,bicycle,1.33,10.85
179,Grocery,39.9504544,-75.16166120000003,supermarket,bicycle,1.57,12.4
180,Hung Vuong Supermarket,39.93654730000001,-75.16271970000003,supermarket,bicycle,1.15,10.15
181,Snyder Super Market,39.92680029999999,-75.1911306,supermarket,bicycle,1.55,12.53
182,Rittenhouse Market,39.947856200000004,-75.1709777,supermarket,bicycle,0.86,7.68
183,Rowhouse Grocery,39.9264115,-75.17470589999998,supermarket,bicycle,1.48,12.55
184,Family Dollar,39.9348157,-75.178934,supermarket,bicycle,0.57,6.2
185,South Square Market,39.94558299999999,-75.179406,supermarket,bicycle,0.31,3.88
186,"Felix Supermarket, Inc.",39.9312726,-75.1834427,supermarket,bicycle,0.95,7.75
187,777 Super Market,39.9326831,-75.1927997,supermarket,bicycle,1.29,10.67
188,Family Dollar,39.93814229999999,-75.17191199999998,supermarket,bicycle,0.59,6.23
189,8 Brothers Super Market,39.933342100000004,-75.18952449999998,supermarket,bicycle,1.14,9.48
190,Food & Friends,39.9482565,-75.17419699999998,supermarket,bicycle,0.69,5.9
191,Point Save Super Market,39.936307899999996,-75.17757499999998,supermarket,bicycle,0.52,5.97
192,Spruce Market,39.9474662,-75.16744729999998,supermarket,bicycle,1.05,9.28
193,El Paisano Supermarket #1,39.9321626,-75.16081729999998,supermarket,bicycle,1.54,12.95
194,Tienda El Paisano,39.9322071,-75.1603071,supermarket,bicycle,1.58,13.8
195,Supermarket,39.9344006,-75.1541208,supermarket,bicycle,1.62,13.87
196,Sprouts Farmers Market,39.9391344,-75.16810749999998,supermarket,bicycle,0.69,6.5
197,Herbology,39.935146,-75.15668000000002,supermarket,bicycle,1.46,13.12
198,Target Grocery,39.9499352,-75.1599648,supermarket,bicycle,1.7,12.88
199,7-Eleven,39.9547354,-75.168516,supermarket,bicycle,1.43,13.02
200,Target Grocery,39.951674800000006,-75.17225400000002,supermarket,bicycle,1.06,8.17
201,Trader Joe's,39.9541911,-75.16243349999998,supermarket,bicycle,1.79,14.08
202,The Sidecar Bar & Grille,39.94182199999999,-75.17949300000002,restaurant,pedestrian,0.06,1.82
203,Pub & Kitchen,39.94565040000001,-75.1747723,restaurant,pedestrian,0.43,11.97
204,Honey's Sit 'N Eat,39.94519469999999,-75.1770879,restaurant,pedestrian,0.27,7.47
205,White Dog Cafe,39.9535582,-75.1929054,restaurant,bicycle,1.56,13.77
206,Sofitel Philadelphia at Rittenhouse Square,39.9507723,-75.1690167,restaurant,bicycle,1.27,9.72
207,Sabrina's Cafe & Spencer's Too,39.960273,-75.16870639999998,restaurant,bicycle,1.73,14.12
208,The Rittenhouse Hotel,39.949831,-75.1732573,restaurant,bicycle,0.95,8.07
209,World Cafe Live Philadelphia,39.952067299999996,-75.18517259999999,restaurant,bicycle,1.09,8.55
210,The Capital Grille,39.9507554,-75.1637453,restaurant,bicycle,1.48,11.33
211,12th & Filbert,39.9531992,-75.160217,restaurant,bicycle,1.81,13.9
212,Jim's South St. (Jim's Steaks South Street),39.9415536,-75.14931340000003,restaurant,bicycle,1.85,13.93
213,South Philadelphia Tap Room,39.927215999999994,-75.171477,restaurant,bicycle,1.51,13.12
214,Chipotle Mexican Grill,39.954101,-75.200795,restaurant,bicycle,1.9,14.42
215,McGillin's Olde Ale House,39.9501768,-75.1626101,restaurant,bicycle,1.58,12.18
216,Village Whiskey,39.9513999,-75.17377379999998,restaurant,bicycle,0.91,7.7
217,Jack's Firehouse,39.967066700000004,-75.1733,restaurant,bicycle,1.83,14.9
218,Pod,39.9539708,-75.19603699999998,restaurant,bicycle,1.73,13.35
219,Melrose Diner,39.924844,-75.1720672,restaurant,bicycle,1.67,14.45
220,El Vez,39.94970199999999,-75.1617703,restaurant,bicycle,1.54,12.82
221,City Tap House Logan Square,39.9559106,-75.169578,restaurant,bicycle,1.42,11.25
222,Parc,39.94912219999999,-75.170749,restaurant,bicycle,0.95,7.73
223,Morning Glory Diner,39.9408402,-75.15887029999998,restaurant,bicycle,1.23,10.95
224,Monk's Cafe,39.947701,-75.16812399999998,restaurant,bicycle,1.04,8.17
225,Vernick Food & Drink,39.9508618,-75.1748874,restaurant,bicycle,0.91,7.63
226,Sabrina's Cafe,39.9389267,-75.15827449999998,restaurant,bicycle,1.13,10.03
227,Green Eggs Cafe,39.931393,-75.166487,restaurant,bicycle,1.38,11.73
228,Lucky Strike Philadelphia,39.950366700000004,-75.16324200000003,restaurant,bicycle,1.56,11.88
229,Pizzeria Vetri,39.96089170000001,-75.17121390000001,restaurant,bicycle,1.59,13.12
230,City Tap House University City,39.95422979999999,-75.20148689999998,restaurant,bicycle,1.94,14.67
231,Talula's Garden,39.9472602,-75.15353470000002,restaurant,bicycle,1.91,14.88
232,Devil's Den,39.93574419999999,-75.16199509999998,restaurant,bicycle,1.21,10.4
233,Chima Steakhouse,39.95476499999999,-75.17267109999997,restaurant,bicycle,1.15,9.87
234,Cantina Los Caballitos,39.9289027,-75.16448129999998,restaurant,bicycle,1.68,14.18
235,Rose Tattoo Cafe,39.960758,-75.1698569,restaurant,bicycle,1.71,14.03
236,The Dandelion,39.9510075,-75.1707493,restaurant,bicycle,1.08,8.9
237,The Victor Café,39.93162999999999,-75.1663147,restaurant,bicycle,1.36,11.62
238,Time,39.95003699999999,-75.16251290000002,restaurant,bicycle,1.56,12.47
239,Shake Shack,39.9534403,-75.1883722,restaurant,bicycle,1.67,12.68
240,New Deck Tavern,39.95348170000001,-75.19261230000002,restaurant,bicycle,1.52,13.03
241,The Sidecar Bar & Grille,39.94182199999999,-75.17949300000002,restaurant,bicycle,0.06,1.35
242,Isabella Pizza,39.927175,-75.16679599999998,restaurant,bicycle,1.78,14.9
243,Sitar India,39.955512299999995,-75.19858,restaurant,bicycle,1.91,14.42
244,Butcher and Singer,39.948994899999995,-75.1663033,restaurant,bicycle,1.23,10.77
245,Vetri Cucina,39.94672429999999,-75.1631704,restaurant,bicycle,1.35,10.78
246,Tinto,39.95151060000001,-75.1737407,restaurant,bicycle,0.92,7.57
247,Famous 4th Street Delicatessen,39.940482900000006,-75.14963259999998,restaurant,bicycle,1.93,14.6
248,Boot & Saddle,39.93685599999999,-75.1667638,restaurant,bicycle,0.95,8.6
249,Ralph's Italian Restaurant,39.9400584,-75.1578321,restaurant,bicycle,1.21,10.75
250,Pagano's Market and Bar,39.95396799999999,-75.17356099999998,restaurant,bicycle,1.09,8.62
251,HipCityVeg,39.9507609,-75.17039759999999,restaurant,bicycle,1.06,8.57
252,Iztaccihuatl Restaurant,39.9352099,-75.15724800000002,restaurant,bicycle,1.45,13.08
253,Shake Shack,39.9511265,-75.1738353,restaurant,bicycle,0.89,7.35
254,Tir na nOg Irish Bar & Grill,39.95437099999999,-75.16672709999997,restaurant,bicycle,1.52,12.33
255,Good Dog Bar,39.94875880000001,-75.1662235,restaurant,bicycle,1.21,10.33
256,Landmark Americana University City,39.9559266,-75.19059,restaurant,bicycle,1.62,12.73
257,The Continental Mid-town,39.951903,-75.170445,restaurant,bicycle,1.14,8.88
258,J & J Pizza,39.9343749,-75.1587416,restaurant,bicycle,1.45,13.2
259,Miss Rachel's Pantry,39.92651499999999,-75.17377599999998,restaurant,bicycle,1.55,13.13
260,Howl at the Moon Philadelphia,39.94768699999999,-75.1665446,restaurant,bicycle,1.25,9.73
261,LaScala's Birra,39.9285985,-75.16510799999998,restaurant,bicycle,1.67,14.37
262,McCrossen's Tavern,39.9630934,-75.17092729999997,restaurant,bicycle,1.75,14.27
263,Tsuki Sushi - Authentic Japanese Restaurant in Philadelphia，PA,39.9510933,-75.177133,restaurant,bicycle,0.67,5.98
264,Devon Seafood Grill,39.9494863,-75.17063409999999,restaurant,bicycle,0.99,8.07
265,Uncle Oogie's Pizzeria,39.9190222,-75.18356390000002,restaurant,bicycle,1.7,14.15
266,Royal Tavern,39.9370051,-75.15449210000001,restaurant,bicycle,1.43,13.33
267,Pyramid Club,39.953359999999996,-75.16972870000002,restaurant,bicycle,1.25,9.73
268,Fox & Hound,39.947309999999995,-75.16655999999998,restaurant,bicycle,1.27,9.92
269,Davio's Northern Italian Steakhouse,39.951001,-75.16874,restaurant,bicycle,1.25,9.7
270,SQ Philip's Steaks,39.92259149999999,-75.1848059,restaurant,bicycle,1.52,13.1
271,JG Domestic,39.9571241,-75.1821484,restaurant,bicycle,1.36,10.82
272,Fogo de Chão Brazilian Steakhouse,39.95091659999999,-75.1629711,restaurant,bicycle,1.54,12.43
273,Umai Umai,39.964673,-75.17412999999998,restaurant,bicycle,1.63,13.98
274,King of Tandoor,39.960357200000004,-75.1692901,restaurant,bicycle,1.7,13.92
275,Tap Room On 19th,39.92159270000001,-75.17868779999998,restaurant,bicycle,1.63,14.37
276,Helium Comedy Club - Philadelphia,39.9515214,-75.17473199999998,restaurant,bicycle,0.96,8.02
277,Copabanana University City,39.9516164,-75.20332619999998,restaurant,bicycle,1.84,14.12
278,Vedge,39.9478911,-75.16138889999998,restaurant,bicycle,1.45,11.23
279,Barbuzzo,39.95000699999999,-75.16215770000002,restaurant,bicycle,1.54,12.33
280,Panda Express,39.95470299999999,-75.16849619999998,restaurant,bicycle,1.4,12.65
281,Old Original Nick's Roast Beef,39.9244589,-75.1793062,restaurant,bicycle,1.37,13.42
282,Fond,39.9298706,-75.16295240000002,restaurant,bicycle,1.63,14.83
283,Ruth's Chris Steak House,39.95295649999999,-75.1702986,restaurant,bicycle,1.22,9.47
284,Max Brenner - Philadelphia,39.94903329999999,-75.1662583,restaurant,bicycle,1.23,10.85
285,VALANNI,39.94685,-75.162217,restaurant,bicycle,1.34,11.42
286,Allegro Pizza and Grill,39.9514814,-75.2029001,restaurant,bicycle,1.85,14.13
287,Sumo Sushi,39.94518389999999,-75.1628028,restaurant,bicycle,1.21,9.67
288,Circles Thai,39.93069920000001,-75.170757,restaurant,bicycle,1.25,11.12
289,Starbucks,39.95302609999999,-75.19223149999998,restaurant,bicycle,1.47,11.85
290,Bibou,39.936868,-75.1564728,restaurant,bicycle,1.38,12.6
291,Creperie Beau Monde & L'Etage,39.94127069999999,-75.152648,restaurant,bicycle,1.61,12.43
292,Kansai,39.963184999999996,-75.16932709999998,restaurant,bicycle,1.86,14.93
293,Au Bon Pain,39.95394769999999,-75.1747192,restaurant,bicycle,0.98,7.65
294,Giovani Pizza,39.9515761,-75.1556396,restaurant,bicycle,1.98,14.92
295,Smokin' Betty's,39.949555600000004,-75.1589694,restaurant,bicycle,1.71,13.48
296,Jimmy John's,39.947789,-75.193297,restaurant,bicycle,1.37,10.73
297,Ristorante Pesto,39.92635840000001,-75.1690562,restaurant,bicycle,1.66,13.52
298,Devil's Alley Bar & Grill,39.952118,-75.17221599999998,restaurant,bicycle,1.02,7.87
299,Bistrot La Minette,39.941311999999996,-75.15229599999998,restaurant,bicycle,1.72,12.95
300,Marrakesh,39.9421039,-75.1495139,restaurant,bicycle,1.85,14.82
301,R2L Restaurant,39.9518068,-75.1672031,restaurant,bicycle,1.33,10.2
302,Baby Blues BBQ Philly,39.95348900000001,-75.192441,restaurant,bicycle,1.54,13.62
303,Moriarty's Restaurant,39.94868579999999,-75.15981640000003,restaurant,bicycle,1.6,12.53
304,Nam Phuong Restaurant,39.93652279999999,-75.16182309999998,restaurant,bicycle,1.21,10.63
305,Sampan,39.9495449,-75.1622095,restaurant,bicycle,1.51,11.88
306,PrimoHoagies,39.95236269999999,-75.1750177,restaurant,bicycle,0.87,6.85
307,Starbucks,39.96090900000001,-75.171453,restaurant,bicycle,1.58,13.0
308,Pub & Kitchen,39.94565040000001,-75.1747723,restaurant,bicycle,0.51,4.17
309,Hawthornes,39.94102309999999,-75.16085609999998,restaurant,bicycle,1.12,10.22
310,Alma de Cuba,39.95007830000001,-75.1685167,restaurant,bicycle,1.24,9.8
